resp.id,ques,alt,carpool,seat,cargo,eng,price,choice
2,24,2,no,7,3ft,elec,35,0
2,24,3,no,6,3ft,elec,40,0
2,25,1,no,7,3ft,hyb,40,0
2,25,2,no,6,3ft,gas,35,1
2,25,3,no,7,3ft,hyb,35,0
2,26,1,no,6,3ft,hyb,35,0
2,26,2,no,8,3ft,gas,40,1
2,26,3,no,6,3ft,gas,40,0
2,27,1,no,8,2ft,hyb,30,1
2,27,2,no,6,2ft,hyb,30,0
2,27,3,no,8,2ft,hyb,35,0
2,28,1,no,8,2ft,hyb,40,0
2,28,2,no,6,3ft,elec,30,0
2,28,3,no,8,2ft,gas,30,1
2,29,1,no,6,2ft,elec,35,0
2,29,2,no,6,3ft,gas,30,1
2,29,3,no,7,3ft,hyb,30,0
2,30,1,no,6,3ft,elec,35,1
2,30,2,no,8,2ft,elec,40,0
2,30,3,no,7,2ft,hyb,40,0
3,31,1,no,8,3ft,hyb,30,0
3,31,2,no,6,2ft,elec,35,1
3,31,3,no,7,3ft,elec,40,0
3,32,1,no,8,3ft,gas,40,1
3,32,2,no,7,3ft,gas,35,0
3,32,3,no,8,2ft,hyb,30,0
3,33,1,no,8,3ft,hyb,35,0
3,33,2,no,6,3ft,hyb,30,1
3,33,3,no,6,3ft,elec,30,0
3,34,1,no,7,2ft,elec,35,1
3,34,2,no,7,2ft,hyb,40,0
3,34,3,no,8,2ft,hyb,40,0
3,35,1,no,8,2ft,gas,35,0
3,35,2,no,6,3ft,gas,30,1
3,35,3,no,8,3ft,gas,30,0
3,36,1,no,8,3ft,hyb,40,0
3,36,2,no,8,3ft,elec,35,0
3,36,3,no,6,2ft,gas,40,1
3,37,1,no,7,3ft,hyb,30,1
3,37,2,no,8,2ft,gas,40,0
3,37,3,no,7,3ft,gas,30,0
3,38,1,no,7,3ft,elec,30,0
3,38,2,no,6,2ft,gas,30,1
3,38,3,no,6,2ft,hyb,40,0
3,39,1,no,6,2ft,elec,40,0
3,39,2,no,8,2ft,hyb,35,0
3,39,3,no,6,3ft,gas,35,1
3,40,1,no,6,2ft,gas,35,1
3,40,2,no,8,3ft,elec,40,0
3,40,3,no,8,2ft,elec,35,0
3,41,1,no,8,3ft,elec,30,0
3,41,2,no,7,2ft,gas,30,1
3,41,3,no,7,2ft,gas,35,0
3,42,1,no,6,3ft,elec,40,1
3,42,2,no,8,2ft,elec,40,0
3,42,3,no,7,2ft,gas,40,0
3,43,1,no,8,3ft,gas,35,0
3,43,2,no,8,2ft,elec,30,1
3,43,3,no,6,2ft,hyb,35,0
3,44,1,no,6,3ft,elec,35,0
3,44,2,no,6,3ft,gas,40,0
3,44,3,no,6,3ft,hyb,40,1
3,45,1,no,7,2ft,elec,30,0
3,45,2,no,6,3ft,hyb,35,1
3,45,3,no,7,3ft,hyb,40,0
4,46,1,no,6,2ft,elec,30,0
4,46,2,no,6,3ft,elec,30,0
4,46,3,no,8,2ft,hyb,30,1
4,47,1,no,7,2ft,gas,35,0
4,47,2,no,7,2ft,elec,35,0
4,47,3,no,6,2ft,hyb,30,1
4,48,1,no,6,3ft,gas,40,0
4,48,2,no,6,3ft,gas,30,1
4,48,3,no,7,3ft,gas,35,0
4,49,1,no,6,3ft,elec,35,0
4,49,2,no,8,2ft,gas,35,1
4,49,3,no,7,2ft,hyb,35,0
4,50,1,no,7,2ft,gas,30,0
4,50,2,no,6,2ft,gas,30,1
4,50,3,no,8,2ft,elec,35,0
4,51,1,no,8,3ft,elec,35,0
4,51,2,no,8,2ft,hyb,35,1
4,51,3,no,6,2ft,elec,35,0
4,52,1,no,6,2ft,hyb,40,0
4,52,2,no,7,3ft,elec,35,0
4,52,3,no,6,3ft,hyb,30,1
4,53,1,no,6,2ft,elec,40,0
4,53,2,no,6,3ft,gas,35,1
4,53,3,no,6,3ft,hyb,35,0
4,54,1,no,8,3ft,gas,40,0
4,54,2,no,7,3ft,hyb,30,0
4,54,3,no,8,2ft,gas,30,1
4,55,1,no,7,2ft,elec,30,0
4,55,2,no,7,3ft,gas,40,0
4,55,3,no,7,3ft,gas,30,1
4,56,1,no,8,2ft,elec,30,0
4,56,2,no,8,3ft,hyb,35,1
4,56,3,no,6,2ft,hyb,35,0
4,57,1,no,6,3ft,hyb,40,0
4,57,2,no,7,2ft,hyb,40,1
4,57,3,no,8,2ft,gas,40,0
4,58,1,no,8,2ft,elec,40,0
4,58,2,no,6,2ft,gas,40,0
4,58,3,no,7,2ft,gas,40,1
4,59,1,no,8,3ft,elec,30,0
4,59,2,no,8,2ft,hyb,40,1
4,59,3,no,7,3ft,elec,40,0
4,60,1,no,8,3ft,elec,40,0
4,60,2,no,7,3ft,hyb,35,1
4,60,3,no,7,2ft,elec,40,0
5,61,1,yes,6,3ft,elec,40,0
5,61,2,yes,7,3ft,gas,40,0
5,61,3,yes,6,2ft,hyb,30,1
5,62,1,yes,8,2ft,gas,35,1
5,62,2,yes,8,3ft,hyb,40,0
5,62,3,yes,8,2ft,elec,35,0
5,63,1,yes,6,2ft,hyb,40,0
5,63,2,yes,8,2ft,elec,40,0
5,63,3,yes,8,2ft,gas,30,1
5,64,1,yes,6,3ft,hyb,30,1
5,64,2,yes,6,2ft,elec,30,0
5,64,3,yes,8,2ft,hyb,40,0
5,65,1,yes,6,3ft,gas,40,1
5,65,2,yes,8,3ft,elec,30,0
5,65,3,yes,6,3ft,hyb,40,0
5,66,1,yes,7,2ft,hyb,30,1
5,66,2,yes,7,2ft,gas,35,0
5,66,3,yes,6,3ft,hyb,35,0
5,67,1,yes,7,2ft,gas,40,1
5,67,2,yes,7,3ft,elec,35,0
5,67,3,yes,6,2ft,gas,35,0
5,68,1,yes,7,3ft,elec,40,0
5,68,2,yes,6,2ft,elec,35,0
5,68,3,yes,6,3ft,elec,30,1
5,69,1,yes,7,2ft,elec,40,0
5,69,2,yes,6,2ft,gas,40,0
5,69,3,yes,8,2ft,hyb,30,1
5,70,1,yes,7,3ft,hyb,35,0
5,70,2,yes,7,2ft,hyb,40,0
5,70,3,yes,8,3ft,hyb,35,1
5,71,1,yes,7,2ft,elec,30,1
5,71,2,yes,6,3ft,elec,35,0
5,71,3,yes,8,3ft,elec,35,0
5,72,1,yes,8,3ft,gas,30,1
5,72,2,yes,7,3ft,gas,30,0
5,72,3,yes,6,2ft,gas,30,0
5,73,1,yes,6,3ft,gas,35,0
5,73,2,yes,8,3ft,elec,40,0
5,73,3,yes,7,3ft,gas,35,1
5,74,1,yes,6,2ft,hyb,35,0
5,74,2,yes,7,3ft,hyb,30,1
5,74,3,yes,8,2ft,elec,30,0
5,75,1,yes,7,3ft,elec,30,1
5,75,2,yes,6,3ft,gas,30,0
5,75,3,yes,7,2ft,hyb,35,0
6,76,1,no,7,2ft,elec,40,0
6,76,2,no,7,3ft,gas,30,1
6,76,3,no,8,3ft,elec,40,0
6,77,1,no,8,2ft,elec,40,0
6,77,2,no,8,2ft,gas,30,0
6,77,3,no,6,3ft,gas,35,1
6,78,1,no,7,2ft,elec,35,0
6,78,2,no,7,3ft,elec,40,0
6,78,3,no,7,2ft,hyb,35,1
6,79,1,no,7,2ft,gas,30,1
6,79,2,no,7,2ft,elec,30,0
6,79,3,no,6,2ft,elec,35,0
6,80,1,no,7,3ft,gas,40,0
6,80,2,no,6,2ft,gas,30,0
6,80,3,no,8,3ft,gas,35,1
6,81,1,no,8,3ft,gas,40,1
6,81,2,no,6,2ft,hyb,30,0
6,81,3,no,6,2ft,hyb,35,0
6,82,1,no,6,3ft,gas,40,1
6,82,2,no,7,3ft,hyb,40,0
6,82,3,no,7,2ft,gas,40,0
6,83,1,no,8,3ft,elec,35,0
6,83,2,no,8,3ft,hyb,35,1
6,83,3,no,8,2ft,hyb,35,0
6,84,1,no,7,2ft,hyb,30,1
6,84,2,no,7,2ft,hyb,40,0
6,84,3,no,7,3ft,elec,30,0
6,85,1,no,8,2ft,gas,40,0
6,85,2,no,8,2ft,gas,35,1
6,85,3,no,7,3ft,elec,35,0
6,86,1,no,7,3ft,gas,35,1
6,86,2,no,6,3ft,elec,30,0
6,86,3,no,8,2ft,elec,35,0
6,87,1,no,8,2ft,elec,30,0
6,87,2,no,6,3ft,hyb,40,0
6,87,3,no,6,3ft,elec,35,1
6,88,1,no,7,3ft,hyb,30,0
6,88,2,no,7,2ft,gas,35,0
6,88,3,no,6,3ft,hyb,30,1
6,89,1,no,7,3ft,hyb,35,0
6,89,2,no,8,3ft,gas,30,1
6,89,3,no,6,3ft,elec,40,0
6,90,1,no,8,2ft,hyb,30,0
6,90,2,no,6,3ft,hyb,35,0
6,90,3,no,8,3ft,hyb,30,1
7,91,1,no,8,2ft,gas,30,0
7,91,2,no,8,3ft,elec,40,0
7,91,3,no,6,3ft,elec,30,1
7,92,1,no,6,2ft,gas,30,1
7,92,2,no,7,2ft,hyb,30,0
7,92,3,no,6,3ft,hyb,40,0
7,93,1,no,6,3ft,elec,40,1
7,93,2,no,8,2ft,elec,35,0
7,93,3,no,8,2ft,elec,40,0
7,94,1,no,7,3ft,hyb,35,1
7,94,2,no,7,2ft,hyb,35,0
7,94,3,no,8,2ft,hyb,30,0
7,95,1,no,8,3ft,hyb,30,1
7,95,2,no,8,3ft,hyb,40,0
7,95,3,no,8,3ft,gas,40,0
7,96,1,no,6,2ft,hyb,35,0
7,96,2,no,7,2ft,elec,30,1
7,96,3,no,6,2ft,elec,30,0
7,97,1,no,7,2ft,hyb,40,0
7,97,2,no,8,3ft,gas,35,1
7,97,3,no,6,2ft,gas,40,0
7,98,1,no,8,2ft,hyb,35,0
7,98,2,no,7,3ft,gas,30,0
7,98,3,no,6,3ft,gas,40,1
7,99,1,no,7,3ft,hyb,40,0
7,99,2,no,7,2ft,gas,35,1
7,99,3,no,8,2ft,elec,30,0
7,100,1,no,6,3ft,elec,35,0
7,100,2,no,6,2ft,hyb,40,1
7,100,3,no,7,3ft,hyb,30,0
7,101,1,no,7,3ft,gas,40,0
7,101,2,no,8,2ft,gas,35,0
7,101,3,no,7,2ft,gas,30,1
7,102,1,no,8,2ft,gas,40,0
7,102,2,no,8,2ft,hyb,40,0
7,102,3,no,6,2ft,hyb,30,1
7,103,1,no,6,3ft,gas,30,0
7,103,2,no,7,3ft,elec,35,1
7,103,3,no,7,3ft,gas,35,0
7,104,1,no,6,3ft,gas,35,1
7,104,2,no,7,2ft,gas,40,0
7,104,3,no,7,2ft,elec,40,0
7,105,1,no,6,2ft,elec,35,0
7,105,2,no,8,3ft,hyb,35,0
7,105,3,no,6,2ft,gas,35,1
8,106,1,yes,8,3ft,elec,30,0
8,106,2,yes,6,2ft,gas,35,0
8,106,3,yes,6,3ft,hyb,40,1
8,107,1,yes,8,2ft,elec,35,0
8,107,2,yes,7,3ft,elec,30,0
8,107,3,yes,8,2ft,hyb,30,1
8,108,1,yes,8,3ft,elec,35,0
8,108,2,yes,8,3ft,hyb,35,1
8,108,3,yes,7,2ft,hyb,35,0
8,109,1,yes,7,3ft,hyb,30,1
8,109,2,yes,6,2ft,hyb,35,0
8,109,3,yes,6,3ft,elec,30,0
8,110,1,yes,7,3ft,elec,40,0
8,110,2,yes,6,3ft,hyb,35,1
8,110,3,yes,6,2ft,elec,40,0
8,111,1,yes,7,3ft,gas,35,0
8,111,2,yes,6,2ft,gas,30,1
8,111,3,yes,6,2ft,elec,30,0
8,112,1,yes,8,2ft,elec,40,0
8,112,2,yes,8,3ft,gas,35,1
8,112,3,yes,6,2ft,hyb,40,0
8,113,1,yes,8,3ft,hyb,30,1
8,113,2,yes,8,2ft,gas,35,0
8,113,3,yes,6,2ft,hyb,30,0
8,114,1,yes,6,3ft,gas,40,0
8,114,2,yes,8,3ft,hyb,40,1
8,114,3,yes,6,2ft,elec,35,0
8,115,1,yes,7,3ft,gas,40,0
8,115,2,yes,8,2ft,hyb,40,0
8,115,3,yes,8,3ft,gas,30,1
8,116,1,yes,6,3ft,elec,40,0
8,116,2,yes,7,3ft,elec,35,0
8,116,3,yes,8,2ft,elec,30,1
8,117,1,yes,8,3ft,gas,40,0
8,117,2,yes,8,3ft,elec,40,0
8,117,3,yes,7,2ft,gas,30,1
8,118,1,yes,7,3ft,hyb,35,0
8,118,2,yes,8,2ft,gas,30,1
8,118,3,yes,7,2ft,elec,30,0
8,119,1,yes,6,3ft,gas,30,1
8,119,2,yes,6,2ft,gas,40,0
8,119,3,yes,7,2ft,elec,35,0
8,120,1,yes,7,2ft,elec,40,1
8,120,2,yes,7,2ft,hyb,40,0
8,120,3,yes,7,3ft,hyb,40,0
9,121,1,no,7,3ft,elec,35,0
9,121,2,no,6,3ft,hyb,30,1
9,121,3,no,8,3ft,hyb,35,0
9,122,1,no,6,3ft,hyb,35,1
9,122,2,no,6,2ft,hyb,35,0
9,122,3,no,7,2ft,elec,40,0
9,123,1,no,7,3ft,gas,40,0
9,123,2,no,6,2ft,elec,35,0
9,123,3,no,8,3ft,gas,40,1
9,124,1,no,8,3ft,elec,40,0
9,124,2,no,6,3ft,hyb,40,1
9,124,3,no,8,2ft,elec,35,0
9,125,1,no,8,3ft,elec,35,0
9,125,2,no,7,3ft,gas,30,1
9,125,3,no,7,2ft,elec,30,0
9,126,1,no,7,2ft,hyb,40,0
9,126,2,no,7,3ft,elec,40,0
9,126,3,no,8,2ft,elec,40,1
9,127,1,no,6,2ft,elec,30,0
9,127,2,no,8,3ft,gas,30,1
9,127,3,no,7,2ft,gas,40,0
9,128,1,no,7,2ft,gas,35,0
9,128,2,no,6,3ft,elec,30,1
9,128,3,no,7,3ft,elec,30,0
9,129,1,no,8,3ft,gas,35,1
9,129,2,no,7,2ft,elec,35,0
9,129,3,no,6,2ft,gas,30,0
9,130,1,no,7,3ft,hyb,40,0
9,130,2,no,6,3ft,elec,35,0
9,130,3,no,6,2ft,hyb,40,1
9,131,1,no,8,2ft,gas,30,0
9,131,2,no,8,3ft,elec,30,1
9,131,3,no,7,3ft,gas,35,0
9,132,1,no,8,2ft,hyb,30,0
9,132,2,no,6,3ft,gas,35,1
9,132,3,no,6,2ft,elec,40,0
9,133,1,no,7,3ft,hyb,30,0
9,133,2,no,6,2ft,gas,35,1
9,133,3,no,8,2ft,hyb,35,0
9,134,1,no,8,3ft,hyb,40,0
9,134,2,no,8,2ft,elec,30,0
9,134,3,no,7,2ft,gas,30,1
9,135,1,no,8,2ft,gas,35,1
9,135,2,no,8,2ft,hyb,40,0
9,135,3,no,6,3ft,elec,40,0
10,136,1,no,8,3ft,elec,40,0
10,136,2,no,6,2ft,gas,40,1
10,136,3,no,7,3ft,hyb,40,0
10,137,1,no,8,3ft,elec,35,1
10,137,2,no,7,2ft,elec,40,0
10,137,3,no,6,2ft,hyb,40,0
10,138,1,no,8,2ft,gas,40,0
10,138,2,no,7,2ft,hyb,30,0
10,138,3,no,6,2ft,gas,30,1
10,139,1,no,6,3ft,gas,40,0
10,139,2,no,7,3ft,hyb,35,0
10,139,3,no,8,3ft,gas,35,1
10,140,1,no,6,2ft,hyb,35,0
10,140,2,no,7,3ft,gas,35,1
10,140,3,no,7,2ft,elec,35,0
10,141,1,no,7,3ft,elec,35,0
10,141,2,no,6,3ft,gas,30,1
10,141,3,no,7,3ft,elec,30,0
10,142,1,no,8,2ft,hyb,30,0
10,142,2,no,7,2ft,gas,35,1
10,142,3,no,7,2ft,elec,30,0
10,143,1,no,8,2ft,elec,35,0
10,143,2,no,8,3ft,gas,40,0
10,143,3,no,6,2ft,elec,40,1
10,144,1,no,8,3ft,hyb,40,0
10,144,2,no,6,3ft,gas,35,1
10,144,3,no,7,2ft,hyb,40,0
10,145,1,no,8,3ft,gas,30,1
10,145,2,no,7,3ft,elec,40,0
10,145,3,no,7,2ft,hyb,35,0
10,146,1,no,8,3ft,hyb,35,1
10,146,2,no,8,2ft,hyb,35,0
10,146,3,no,6,3ft,hyb,30,0
10,147,1,no,8,2ft,gas,35,0
10,147,2,no,6,3ft,hyb,35,1
10,147,3,no,6,2ft,gas,35,0
10,148,1,no,7,3ft,hyb,30,0
10,148,2,no,6,2ft,hyb,30,0
10,148,3,no,6,2ft,elec,30,1
10,149,1,no,8,3ft,hyb,30,0
10,149,2,no,6,3ft,elec,30,0
10,149,3,no,8,2ft,gas,30,1
10,150,1,no,7,2ft,gas,40,0
10,150,2,no,6,2ft,elec,35,0
10,150,3,no,7,3ft,gas,30,1
11,151,1,no,8,2ft,gas,35,0
11,151,2,no,8,3ft,hyb,40,0
11,151,3,no,6,2ft,elec,30,1
11,152,1,no,7,2ft,elec,40,0
11,152,2,no,7,3ft,gas,30,1
11,152,3,no,7,2ft,elec,35,0
11,153,1,no,7,2ft,gas,35,0
11,153,2,no,8,3ft,gas,30,1
11,153,3,no,6,2ft,hyb,30,0
11,154,1,no,7,3ft,elec,30,0
11,154,2,no,8,2ft,gas,40,0
11,154,3,no,7,3ft,gas,35,1
11,155,1,no,6,2ft,elec,40,0
11,155,2,no,8,3ft,hyb,30,0
11,155,3,no,8,3ft,gas,35,1
11,156,1,no,6,3ft,elec,35,0
11,156,2,no,7,3ft,hyb,35,0
11,156,3,no,7,3ft,elec,35,1
11,157,1,no,8,2ft,gas,30,1
11,157,2,no,8,2ft,hyb,35,0
11,157,3,no,7,2ft,hyb,35,0
11,158,1,no,7,2ft,gas,30,0
11,158,2,no,6,3ft,hyb,30,0
11,158,3,no,6,3ft,gas,30,1
11,159,1,no,7,3ft,hyb,30,1
11,159,2,no,7,3ft,hyb,40,0
11,159,3,no,8,2ft,elec,35,0
11,160,1,no,6,2ft,gas,35,1
11,160,2,no,7,3ft,gas,40,0
11,160,3,no,6,3ft,elec,40,0
11,161,1,no,8,3ft,elec,30,0
11,161,2,no,6,3ft,gas,40,0
11,161,3,no,6,3ft,hyb,35,1
11,162,1,no,6,2ft,hyb,40,0
11,162,2,no,7,2ft,hyb,30,1
11,162,3,no,6,2ft,gas,40,0
11,163,1,no,7,2ft,gas,40,1
11,163,2,no,6,3ft,hyb,40,0
11,163,3,no,7,2ft,hyb,40,0
11,164,1,no,6,2ft,hyb,35,0
11,164,2,no,6,3ft,elec,30,0
11,164,3,no,6,2ft,gas,30,1
11,165,1,no,6,2ft,elec,35,1
11,165,2,no,8,2ft,hyb,30,0
11,165,3,no,8,3ft,gas,40,0
12,166,1,no,8,2ft,hyb,35,1
12,166,2,no,8,3ft,hyb,35,0
12,166,3,no,6,3ft,hyb,40,0
12,167,1,no,7,3ft,hyb,40,0
12,167,2,no,8,3ft,gas,30,1
12,167,3,no,7,3ft,hyb,30,0
12,168,1,no,7,2ft,elec,40,0
12,168,2,no,6,3ft,hyb,30,1
12,168,3,no,7,3ft,gas,40,0
12,169,1,no,7,2ft,gas,35,1
12,169,2,no,8,2ft,elec,40,0
12,169,3,no,8,3ft,elec,30,0
12,170,1,no,8,3ft,elec,35,1
12,170,2,no,6,2ft,elec,35,0
12,170,3,no,6,2ft,elec,30,0
12,171,1,no,8,2ft,gas,30,1
12,171,2,no,8,2ft,elec,35,0
12,171,3,no,6,2ft,gas,35,0
12,172,1,no,8,2ft,hyb,30,0
12,172,2,no,6,2ft,hyb,35,1
12,172,3,no,7,3ft,gas,35,0
12,173,1,no,7,3ft,elec,30,0
12,173,2,no,8,3ft,hyb,30,1
12,173,3,no,8,3ft,gas,35,0
12,174,1,no,7,2ft,hyb,35,1
12,174,2,no,8,2ft,hyb,40,0
12,174,3,no,6,2ft,gas,30,0
12,175,1,no,8,3ft,elec,40,0
12,175,2,no,8,2ft,gas,35,1
12,175,3,no,6,3ft,gas,40,0
12,176,1,no,6,3ft,elec,35,0
12,176,2,no,6,2ft,gas,40,0
12,176,3,no,6,3ft,elec,30,1
12,177,1,no,7,2ft,hyb,30,1
12,177,2,no,7,2ft,elec,30,0
12,177,3,no,8,2ft,gas,40,0
12,178,1,no,6,3ft,gas,30,1
12,178,2,no,7,3ft,gas,30,0
12,178,3,no,6,2ft,elec,40,0
12,179,1,no,6,3ft,elec,40,0
12,179,2,no,6,3ft,hyb,35,1
12,179,3,no,7,2ft,elec,35,0
12,180,1,no,8,3ft,hyb,40,1
12,180,2,no,8,2ft,elec,30,0
12,180,3,no,7,2ft,hyb,40,0
13,181,1,yes,7,3ft,hyb,35,0
13,181,2,yes,6,2ft,gas,40,0
13,181,3,yes,8,3ft,hyb,40,1
13,182,1,yes,6,2ft,hyb,35,1
13,182,2,yes,7,2ft,elec,40,0
13,182,3,yes,6,3ft,elec,40,0
13,183,1,yes,8,3ft,gas,30,1
13,183,2,yes,6,3ft,gas,40,0
13,183,3,yes,8,3ft,elec,30,0
13,184,1,yes,6,3ft,elec,35,0
13,184,2,yes,6,3ft,hyb,30,1
13,184,3,yes,7,2ft,hyb,30,0
13,185,1,yes,8,3ft,gas,35,1
13,185,2,yes,8,2ft,elec,40,0
13,185,3,yes,8,3ft,gas,40,0
13,186,1,yes,8,2ft,hyb,30,1
13,186,2,yes,7,2ft,elec,35,0
13,186,3,yes,8,2ft,elec,35,0
13,187,1,yes,7,3ft,gas,35,1
13,187,2,yes,7,2ft,elec,30,0
13,187,3,yes,7,3ft,elec,40,0
13,188,1,yes,7,2ft,gas,40,0
13,188,2,yes,8,2ft,hyb,35,0
13,188,3,yes,7,2ft,gas,35,1
13,189,1,yes,6,2ft,elec,30,0
13,189,2,yes,6,3ft,elec,30,0
13,189,3,yes,8,3ft,hyb,35,1
13,190,1,yes,8,3ft,elec,35,0
13,190,2,yes,7,3ft,elec,30,1
13,190,3,yes,8,2ft,gas,35,0
13,191,1,yes,6,2ft,elec,40,0
13,191,2,yes,7,2ft,gas,30,1
13,191,3,yes,7,3ft,gas,40,0
13,192,1,yes,8,2ft,gas,30,1
13,192,2,yes,6,2ft,elec,35,0
13,192,3,yes,6,3ft,hyb,35,0
13,193,1,yes,6,2ft,hyb,30,0
13,193,2,yes,6,2ft,hyb,40,0
13,193,3,yes,6,2ft,gas,35,1
13,194,1,yes,6,3ft,gas,35,0
13,194,2,yes,7,3ft,hyb,40,0
13,194,3,yes,8,2ft,gas,40,1
13,195,1,yes,8,2ft,hyb,40,0
13,195,2,yes,6,2ft,gas,30,1
13,195,3,yes,8,3ft,elec,40,0
14,196,1,yes,8,2ft,hyb,35,1
14,196,2,yes,8,2ft,elec,35,0
14,196,3,yes,7,2ft,hyb,35,0
14,197,1,yes,7,2ft,elec,35,0
14,197,2,yes,8,3ft,gas,30,1
14,197,3,yes,8,2ft,gas,40,0
14,198,1,yes,7,2ft,elec,40,0
14,198,2,yes,8,2ft,elec,40,1
14,198,3,yes,6,3ft,hyb,40,0
14,199,1,yes,7,2ft,gas,30,1
14,199,2,yes,8,2ft,hyb,30,0
14,199,3,yes,6,3ft,hyb,30,0
14,200,1,yes,8,3ft,gas,35,0
14,200,2,yes,8,3ft,elec,40,0
14,200,3,yes,8,2ft,gas,30,1
14,201,1,yes,7,2ft,gas,35,0
14,201,2,yes,7,3ft,gas,35,0
14,201,3,yes,7,3ft,gas,30,1
14,202,1,yes,8,3ft,hyb,35,1
14,202,2,yes,6,3ft,hyb,35,0
14,202,3,yes,6,2ft,gas,40,0
14,203,1,yes,7,3ft,elec,30,0
14,203,2,yes,6,2ft,elec,30,0
14,203,3,yes,6,3ft,gas,35,1
14,204,1,yes,6,2ft,hyb,40,0
14,204,2,yes,7,3ft,gas,40,0
14,204,3,yes,8,2ft,elec,30,1
14,205,1,yes,7,2ft,hyb,40,0
14,205,2,yes,6,2ft,elec,40,0
14,205,3,yes,6,2ft,elec,35,1
14,206,1,yes,6,3ft,elec,35,0
14,206,2,yes,7,3ft,elec,40,0
14,206,3,yes,7,2ft,elec,30,1
14,207,1,yes,7,3ft,hyb,35,0
14,207,2,yes,8,3ft,gas,40,1
14,207,3,yes,7,3ft,hyb,40,0
14,208,1,yes,8,3ft,elec,35,1
14,208,2,yes,6,3ft,gas,40,0
14,208,3,yes,8,3ft,hyb,40,0
14,209,1,yes,8,3ft,hyb,30,1
14,209,2,yes,6,2ft,hyb,30,0
14,209,3,yes,6,2ft,gas,35,0
14,210,1,yes,7,2ft,gas,40,1
14,210,2,yes,6,3ft,elec,30,0
14,210,3,yes,8,2ft,gas,35,0
15,211,1,no,6,3ft,hyb,30,0
15,211,2,no,6,3ft,elec,40,1
15,211,3,no,7,2ft,elec,35,0
15,212,1,no,6,2ft,elec,40,0
15,212,2,no,6,2ft,gas,35,1
15,212,3,no,8,2ft,gas,40,0
15,213,1,no,7,2ft,elec,40,0
15,213,2,no,8,3ft,hyb,30,1
15,213,3,no,6,2ft,hyb,40,0
15,214,1,no,6,3ft,gas,35,0
15,214,2,no,8,2ft,elec,40,0
15,214,3,no,6,2ft,gas,40,1
15,215,1,no,7,3ft,gas,40,0
